filename,url,ground_truth_topic
article_001.pdf,https://www.cnbc.com/2026/06/23/meta-glasses-are-new-smart-glasses-starting-at-299.html,Technology
article_002.pdf,https://www.cnbc.com/2026/06/23/googles-online-dominance-is-showing-signs-of-cracking-in-ai-era.html,Technology
article_003.pdf,https://www.cnbc.com/2026/06/23/ai-memory-startup-focused-on-cutting-token-costs-raises-98-million.html,Technology
article_004.pdf,https://www.cnbc.com/2026/06/23/oracle-ai-job-cuts-layoffs-21000.html,Technology
article_005.pdf,https://www.cnbc.com/2026/06/22/spacex-ai-colossus-data-center-reflection.html,Technology
article_014.pdf,https://www.nbcnews.com/politics/politics-news/congress-brink-rare-bipartisan-victory-politics-desk-rcna351248,Politics
article_015.pdf,https://www.nbcnews.com/politics/2026-election/zohran-mamdanis-clout-double-trump-endorsement-line-tuesdays-primaries-rcna351120,Politics
article_016.pdf,https://apnews.com/article/iran-war-costs-trump-senate-hegseth-4648071a31afceaa55638c69ea021fd8,Politics
article_017.pdf,https://apnews.com/article/south-carolina-primary-governor-evette-wilson-6df5a35cf20af9ee1e0453192017f17a,Politics
article_018.pdf,https://apnews.com/article/nyc-house-congress-primary-election-2dfee173b65643be516574440f8c5d90,Politics
article_024.pdf,https://www.cnbc.com/2026/06/18/california-ipo-tax-windfall.html,Business
article_025.pdf,https://www.cnbc.com/2026/06/22/lucid-layoffs-evs.html,Business
article_026.pdf,https://www.cnbc.com/2026/06/22/ups-healthcare-logistics-investment.html,Business
article_027.pdf,https://www.cnbc.com/2026/06/22/nvidias-stock-struggles-as-kalshi-traders-bet-chip-prices-are-coming-down.html,Business
article_028.pdf,https://www.cnbc.com/2026/06/22/tuesdays-big-stock-stories-whats-likely-to-move-the-market.html,Business
article_037.pdf,https://www.espn.com/tennis/story/_/id/49145316/former-wimbledon-champ-marketa-vondrousova-suspended-doping,Sports
article_038.pdf,https://www.espn.com/golf/story/_/id/49139451/rory-mcilroy-focus-links-golf-us-open-struggless,Sports
article_039.pdf,https://www.espn.com/soccer/story/_/id/49118437/fifa-world-cup-predictions-analysis-projections-usa-mexico-spain-brazil-england-argentina-germany-france,Sports
article_040.pdf,https://www.espn.com/nfl/story/_/id/49144628/2026-nfl-offseason-judging-overreactions-takeaways-signings-draft-trades,Sports
article_041.pdf,https://www.espn.com/nba/story/_/id/48377855/2026-nba-buzz-latest-live-updates-news-intel-nba-draft-offseason,Sports
article_042.pdf,https://www.espn.com/nhl/story/_/id/49096432/2026-nhl-draft-top-prospects-pipeline-team-needs-gaps-players,Sports
article_044.pdf,https://www.eonline.com/news/1432967/knicks-wives-ali-brunson-shannon-hart-plans-with-jalen-brunson-josh-hart,Entertainment
article_045.pdf,https://www.eonline.com/news/1433205/why-khloe-kardashian-revealed-her-cosmetic-procedures,Entertainment
article_046.pdf,https://www.eonline.com/news/1433174/prince-william-uses-disguise-for-motorcycle-bike-riding,Entertainment
article_047.pdf,https://www.eonline.com/news/1433217/benny-blanco-shows-off-half-shaved-head-transformation,Entertainment
article_048.pdf,https://www.eonline.com/news/1433209/ed-kelce-shares-new-romance-ahead-of-taylor-swift-travis-kelce-wedding,Entertainment
article_49.pdf,https://www.healthline.com/health-news/why-rooting-for-your-favorite-team-may-be-boosting-your-mental-health-too,Lifestyle
article_50.pdf,https://www.healthline.com/nutrition/how-hormones-influence-your-weight-all-you-need-to-know,Lifestyle
article_51.pdf,https://apnews.com/photo-gallery/pakistan-polo-festival-highest-ground-world-32479410b9e5e89fa0aeb28f17b0cffa,Lifestyle
article_52.pdf,https://apnews.com/article/sleep-studio-apartment-small-space-9a40c3ef86802779358a52d2e1e372a7,Lifestyle
a_53.pdf,https://apnews.com/article/climate-heat-dome-temperatures-europe-a64f42bb231518539e86004b89974a61,Geopolitics
a_54.pdf,https://apnews.com/article/andy-burnham-uk-labour-leadership-contest-starmer-693acb49a71838b7acf3f8fa4663f8bc,Geopolitics
a_55.pdf,https://apnews.com/article/prime-minister-starmer-resign-burnham-mandelson-2cc8af7912e7f7c1df103f4b8b16bd6d,Geopolitics
a_56.pdf,https://apnews.com/article/iran-us-israel-lebanon-june-20-2026-e9271996cf8e1e774cbc4ddd7bd4e6b3,Geopolitics
a_57.pdf,https://apnews.com/article/iran-vance-trump-nuclear-negotiations-2edf9268aae550883252080014013963,Geopolitics
a_58.pdf,https://apnews.com/article/rubio-iran-united-arab-emirates-kuwait-bahrain-62611f2f167be12c60b7fcec5d6e7d2f,Geopolitics
a_59.pdf,https://apnews.com/article/russia-ukraine-war-drones-civilians-killed-22e6de568e5f8e5917e4ab6b67c96381,Geopolitics
a_60.pdf,https://apnews.com/article/afghan-taliban-brussels-eu-deportations-migration-f5053fa8c915bf19d0f483ac55fea86e,Geopolitics
a_61.pdf,https://apnews.com/article/colombia-presidential-election-espriella-cepeda-petro-65ad2128ab6d020a0df292b6c8ab4f23,Geopolitics
a_62.pdf,https://apnews.com/article/libya-warlord-conviction-court-tripoli-war-migrants-843eb55fce4d5dc880db246c7388a76e,Geopolitics
a_63.pdf,https://apnews.com/article/kenya-us-ebola-quarantine-health-minister-9b6b122c69501085f76d8cd4b387b522,Geopolitics
a_64.pdf,https://apnews.com/article/nigeria-plateau-state-attack-armed-goup-e86ed867efc97cc5952685d44ca9acbd,Geopolitics
a_65.pdf,https://apnews.com/article/china-aircraft-carrier-taiwan-strait-fujian-1967779925e8f5192f42498d4379438e,Geopolitics
a_66.pdf,https://apnews.com/article/china-us-sanctions-military-defense-tech-dualuse-1aebe98718e127365859b0fb0b63d07b,Geopolitics
a_68.pdf,https://apnews.com/article/heat-textile-climate-change-factories-eab8494242ecfdc108e12685535a4df3,Politics
a_69.pdf,https://apnews.com/article/ice-mosque-medical-detention-immigration-e8af11d58d714091c72d65e4186d9d83,Politics
a_70.pdf,https://apnews.com/article/migrants-deportation-us-jamaica-c033a9492fa0fc816a68e9ec299936c3,Politics
a_71.pdf,https://apnews.com/article/mlb-pride-month-e128155721c53a34af6c312b6692f7c8,Politics
a_73.pdf,https://apnews.com/article/elections-maryland-voter-data-justice-department-67c94fb8af9cbcf2a0947ad81de5eab4,Politics
a_74.pdf,https://apnews.com/article/georgia-voting-elections-qr-code-hand-count-89cc5261e6fc2e406e92a1ef029a600d,Politics
a_75.pdf,https://apnews.com/article/michigan-medical-debt-forgiveness-310cb2e36734cc47108219527d3640a1,Politics
a_76.pdf,https://apnews.com/article/ronaldo-world-cup-score-b511151c5a78afb738e8249c07d30aef,Sports
a_77.pdf,https://apnews.com/article/nhl-texas-expansion-cea35e02406db733b07eca9d55632b16,Sports
a_78.pdf,https://apnews.com/article/nba-draft-2026-picks-e9358f909b9f862c567fb8deae1a145b,Sports
a_79.pdf,https://apnews.com/article/pga-tour-model-two-tiers-rolapp-6809cb668dfe2417976486f009cc7e07,Sports
a_80.pdf,https://apnews.com/article/ncaa-eligibility-rules-b407d009bf8a8de1ad44768dcb6441b2,Sports
a_81.pdf,https://apnews.com/article/giannis-antetokounmpo-bucks-heat-271cd2648c856c534c5e41dc2565b327,Sports
a_82.pdf,https://apnews.com/article/clive-davis-music-star-careers-singer-influence-26f348bd5793aaa2d5f331f21f73ad34,Entertainment
a_83.pdf,https://apnews.com/article/giorgio-armani-legacy-milan-fashion-75d09b8d0a12252f96384852a330ebca,Entertainment
a_84.pdf,https://apnews.com/article/obsession-curry-barker-youtube-b90a552212501352e2a9167e09a4b73a,Entertainment
a85.pdf,https://apnews.com/article/minions-monsters-illumination-chris-meledandri-7a72ed3f5ef7b01f4aab02123c5326eb,Entertainment
a86.pdf,https://apnews.com/article/zendaya-tom-holland-married-wedding-photos-a3e1f38527d042cb888d4ac9241e23e4,Entertainment
a87.pdf,https://apnews.com/article/dayton-peace-prize-patchett-knox-ea17e0ce5b82d4705850a8705d4e120f,Entertainment
a88.pdf,https://apnews.com/article/wuthering-heights-rare-first-edition-auction-a33ee00f91bbe471dc0d8c5905bc8ad1,Entertainment
a89.pdf,https://apnews.com/article/myles-smith-music-review-ab9ecc2307e1f67861658ea992d69ad0,Entertainment
a90.pdf,https://apnews.com/article/june-streaming-options-avatar-undertone-muse-747e2bc5c5f6435952fed15fe574ebcd,Entertainment
a91.pdf,https://apnews.com/article/project-hail-mary-streaming-june-2026-releases-a7657b8e0b0f5de54c8036d655403670,Entertainment
a92.pdf,https://apnews.com/article/warsh-federal-reserve-rates-wall-street-5d3f169f161da7d3a2cbe8a281b2e4da,Business
a93.pdf,https://apnews.com/article/spacex-elon-musk-index-funds-3c26c10b7ca0e838cceb7324f676ef2d,Business
a94.pdf,https://apnews.com/article/stocks-markets-rates-oil-us-iran-02e500f15edc505cedd8a8428197744c,Business
a95.pdf,https://apnews.com/article/brexit-anniversary-economy-leave-remain-94ec535c96a3d7bfdeee087683bd9012,Business
a96.pdf,https://apnews.com/article/strait-of-hormuz-oil-prices-iran-war-8304cc39c6ebe6f863f6f39ee6ce9768,Business
a97.pdf,https://apnews.com/article/nuclear-reactors-energy-trump-wright-57841139aca7d2780a12256692b96fc5,Business
a98.pdf,https://apnews.com/article/money-happens-personal-finance-student-loan-debt-a687ab0c2487b8f825ce0260e26d041b,Business
a99.pdf,https://apnews.com/article/bubonic-plague-black-death-outbreak-siberia-bc6f28c5c623a279100dacfbc3088595,Technology
a100.pdf,https://apnews.com/article/nasa-artemis-iii-crew-7c09de3e1fd5b1f7fbfc9e9d702d71a5,Technology
a101.pdf,https://apnews.com/article/whale-graveyard-diamantina-zone-2338ae91adeb89d19cee3cc36a68b76a,Technology
a102.pdf,https://apnews.com/article/autoimmune-disease-encephalitis-psychosis-memory-ef4a2eb4866f9f988a4e16caaedb7ffe,Technology
a103.pdf,https://apnews.com/article/mars-maven-nasa-spacecraft-d4a6f6909076cb7dd7ac81862121e5e1,Technology
a104.pdf,https://apnews.com/article/rwanda-dna-conservation-virunga-mountain-gorillas-bf030203dd1243fd5866461a94dd16e5,Technology
a105.pdf,https://apnews.com/article/climate-change-ocean-nsf-trump-7e00d19c0af8b15400d7621dcbaa2013,Technology
a106.pdf,https://projects.apnews.com/features/2023/the-protein-problem/lab-grown-cultivated-meat/index.html,Technology